year_birth,age,education,marital_status,income,kidhome,teenhome,dt_customer,customer_since_years,column1,unnamed:_0,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
1964,61,2N Cycle,Married,62905,0,1,10-09-2013,11,2118,1760,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0
1979,46,2N Cycle,Divorced,13533,1,0,10-03-2013,12,8812,1761,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Together,59481,0,1,23-10-2013,11,6616,1762,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Married,72117,0,1,20-08-2013,11,2797,1763,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0
1986,39,2N Cycle,Married,21955,1,0,07-09-2013,11,4328,1764,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0
1956,69,Graduation,Married,67131,0,1,26-03-2013,12,9167,1765,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0
1980,45,Phd,Single,36802,1,0,16-06-2014,10,10560,1766,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1982,43,Graduation,Together,71853,0,0,08-05-2013,11,2631,1767,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0
1961,64,Basic,Married,28249,0,0,15-06-2014,10,8312,1768,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0
1975,50,Master,Married,47808,0,1,20-10-2013,11,5534,1769,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0
1974,51,Phd,Divorced,25509,1,0,18-09-2012,12,5093,1770,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1
1946,79,Phd,Married,51012,0,0,18-04-2013,11,7592,1771,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0
1985,40,Graduation,Single,70596,0,0,05-10-2012,12,8895,1772,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0
1952,73,Phd,Together,85431,0,0,08-06-2013,11,8584,1773,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Married,42664,0,1,18-03-2014,11,2694,1774,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Together,42586,1,1,29-10-2012,12,8910,1775,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1
1985,40,Graduation,Single,29760,1,0,29-08-2012,12,7433,1776,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0
1977,48,Phd,Married,28973,0,0,13-10-2012,12,164,1777,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0
1973,52,Phd,Together,39435,1,0,06-08-2013,11,10477,1778,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0
1984,41,2N Cycle,Married,65370,0,0,01-08-2013,11,2681,1779,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0
1979,46,Basic,Single,20194,1,0,17-12-2012,12,5150,1780,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1976,49,Phd,Single,42473,1,1,17-02-2014,11,5283,1781,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Married,64590,0,0,14-10-2012,12,9645,1782,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0
1959,66,Graduation,Together,71232,0,1,28-11-2013,11,10678,1783,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Together,34600,1,1,01-01-2013,12,7261,1784,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1
1967,58,Graduation,Single,46904,1,1,03-11-2012,12,9648,1785,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0
1973,52,Graduation,Married,49094,0,1,21-09-2012,12,2870,1786,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0
1983,42,Graduation,Together,36075,1,0,09-12-2013,11,8008,1787,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0
1979,46,2N Cycle,Together,60839,1,1,28-08-2012,12,1513,1788,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Together,77298,0,1,02-11-2013,11,6173,1789,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0
1950,75,Graduation,Together,34026,1,1,05-08-2013,11,1419,1790,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0
1963,62,Phd,Single,48918,1,1,12-04-2014,10,9150,1791,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0
1962,63,2N Cycle,Together,82122,0,0,15-08-2013,11,7960,1792,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0
1976,49,Graduation,Single,37697,1,0,07-02-2014,11,1250,1793,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0
1952,73,Graduation,Together,34074,1,1,13-07-2013,11,9905,1794,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0
1960,65,Master,Married,28520,1,1,14-06-2013,11,10691,1795,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Single,62535,0,1,03-10-2013,11,7002,1796,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0
1977,48,Master,Single,36273,1,0,16-04-2014,10,2952,1797,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0
1964,61,Graduation,Together,63404,0,2,06-06-2014,10,8439,1798,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0
1981,44,2N Cycle,Together,75774,1,0,02-05-2014,10,762,1799,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Together,78416,0,1,27-06-2014,10,2831,1800,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Together,75702,0,1,14-10-2012,12,6977,1801,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0
1951,74,Master,Together,59385,1,1,28-04-2013,11,6289,1802,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0
1966,59,Graduation,Single,37070,1,1,20-03-2013,12,4168,1803,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1
1951,74,Graduation,Married,44689,1,1,10-01-2014,11,8397,1804,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0
1958,67,Graduation,Together,53977,0,1,08-06-2013,11,9284,1805,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0
1966,59,Phd,Single,7144,0,2,07-12-2013,11,6237,1806,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0
1964,61,Graduation,Single,18701,1,1,04-06-2013,11,3130,1807,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0
1956,69,Graduation,Married,90369,0,0,28-04-2014,10,1619,1808,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1
1974,51,Phd,Single,63159,0,0,05-11-2012,12,1990,1809,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0
1966,59,Graduation,Together,37758,1,1,04-10-2012,12,5513,1810,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1963,62,Phd,Single,46757,0,1,16-11-2012,12,269,1811,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0
1969,56,Master,Married,79734,0,0,28-06-2014,10,8093,1812,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0
1992,33,Graduation,Together,63207,0,0,20-01-2013,12,10513,1813,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0
1954,71,Graduation,Divorced,72071,0,1,14-02-2013,12,10177,1814,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0
1983,42,Phd,Together,21840,1,0,21-07-2013,11,2549,1815,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0
1982,43,2N Cycle,Together,58582,0,1,28-09-2013,11,5782,1816,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0
1951,74,Graduation,Single,72282,0,0,19-07-2013,11,10057,1817,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1
1956,69,Graduation,Married,50387,0,2,31-08-2013,11,10307,1818,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0
1961,64,Phd,Together,32583,1,1,15-06-2014,10,8566,1819,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1962,63,Graduation,Together,62568,0,1,07-04-2014,11,2415,1820,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0
1971,54,Master,Divorced,44635,1,1,11-10-2013,11,5684,1821,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1971,54,Master,Single,33316,1,1,04-10-2013,11,8334,1822,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Married,63967,0,1,09-08-2013,11,9166,1823,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Together,52513,0,0,04-09-2012,12,1440,1824,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0
1969,56,Graduation,Married,25293,1,0,15-09-2013,11,78,1825,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0
1965,60,Phd,Widow,54111,0,1,25-08-2013,11,5441,1826,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0
1986,39,Graduation,Together,78394,0,0,15-02-2013,12,5302,1827,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1
1958,67,Master,Married,80739,0,0,23-05-2013,11,4687,1828,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0
1975,50,Master,Together,22669,1,0,22-05-2013,11,1087,1829,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1
1987,38,Graduation,Single,29236,1,0,08-10-2013,11,6859,1830,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0
1959,66,Graduation,Together,44911,0,1,15-03-2013,12,9860,1831,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0
1962,63,Phd,Married,54693,0,1,17-02-2013,12,7129,1832,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Together,48186,1,0,20-03-2014,11,5866,1833,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Married,54809,1,1,11-09-2013,11,10521,1834,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1
1978,47,Graduation,Together,41580,1,1,10-12-2012,12,7393,1835,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0
1970,55,Phd,Married,80336,0,0,09-09-2013,11,7849,1836,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0
1957,68,Graduation,Married,47743,0,1,22-03-2013,12,332,1837,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0
1955,70,2N Cycle,Married,62972,0,1,03-08-2012,12,9847,1838,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0
1954,71,Phd,Divorced,57333,0,1,22-09-2012,12,531,1839,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1
1982,43,Phd,Together,32313,1,0,11-02-2013,12,9576,1840,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0
1953,72,Master,Widow,84953,0,0,03-06-2013,11,6906,1841,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1
1968,57,Master,Divorced,27071,1,0,23-04-2014,10,7419,1842,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1957,68,Master,Together,68148,0,0,31-08-2013,11,3170,1843,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0
1965,60,Master,Together,65735,1,1,07-12-2013,11,8527,1844,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0
1975,50,Phd,Married,86836,0,0,12-09-2012,12,7872,1845,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1
1963,62,Phd,Married,4023,1,1,23-06-2014,10,9931,1846,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0
1990,35,Graduation,Married,30093,0,0,08-07-2013,11,10595,1847,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0
1966,59,Phd,Married,57705,0,1,11-01-2014,11,4609,1848,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0
1988,37,Graduation,Single,25008,1,0,02-02-2014,11,5010,1849,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1995,30,2N Cycle,Single,83257,0,0,18-09-2012,12,4427,1850,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1
1975,50,Graduation,Together,22280,1,0,19-05-2013,11,11148,1851,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1978,47,Phd,Married,72159,0,0,29-10-2012,12,1168,1852,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0
1961,64,Graduation,Together,64260,0,0,11-01-2013,12,9595,1853,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1
1984,41,Phd,Single,82733,0,0,10-09-2013,11,10163,1854,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1
1971,54,Master,Divorced,74290,0,1,12-08-2013,11,2886,1855,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0
1951,74,Master,Single,58217,2,1,17-11-2012,12,6710,1856,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0
1976,49,Master,Together,21024,0,0,04-07-2013,11,5316,1857,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0
1972,53,Phd,Married,70116,0,0,26-01-2013,12,9029,1858,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0
1985,40,Graduation,Together,54006,1,0,18-09-2012,12,521,1859,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0
1966,59,Phd,Married,69063,0,1,07-11-2012,12,1459,1860,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0
1975,50,2N Cycle,Divorced,11448,0,0,15-12-2013,11,10241,1861,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Single,61825,0,1,07-08-2013,11,1630,1862,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Married,70886,1,0,14-10-2013,11,3254,1863,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0
1982,43,Graduation,Married,69109,0,0,09-11-2012,12,9064,1864,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1
1973,52,Graduation,Widow,60208,1,1,07-10-2012,12,3678,1865,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1
1968,57,Master,Together,32889,1,1,06-09-2013,11,4227,1866,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0
1984,41,Graduation,Single,34738,1,0,11-05-2014,10,9467,1867,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1971,54,Master,Together,30538,1,0,01-10-2012,12,8486,1868,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0
1977,48,2N Cycle,Together,82326,0,0,10-03-2014,11,2186,1869,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1
1967,58,Phd,Divorced,26642,1,0,01-03-2014,11,3286,1870,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1964,61,Graduation,Divorced,69932,0,1,12-06-2013,11,8602,1871,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Single,44503,1,1,16-04-2014,10,3722,1872,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1948,77,Phd,Single,60200,0,1,02-01-2013,12,6715,1873,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0
1952,73,Graduation,Divorced,49638,0,1,19-04-2014,10,4796,1874,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0
1987,38,2N Cycle,Single,23830,0,0,07-02-2014,11,9612,1875,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1959,66,Master,Widow,33051,0,0,16-08-2012,12,3766,1876,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1
1958,67,Graduation,Married,72905,0,0,21-01-2014,11,1399,1877,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0
1951,74,Phd,Together,69702,0,1,19-02-2013,12,1570,1878,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Divorced,70300,1,0,15-07-2013,11,3426,1879,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0
1984,41,Phd,Married,70643,0,0,15-10-2012,12,3074,1880,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1
1969,56,Phd,Married,30396,1,0,30-04-2014,10,8341,1881,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1
1968,57,Phd,Divorced,50616,0,1,18-04-2014,10,5180,1882,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0
1969,56,Master,Single,62772,0,1,19-05-2013,11,6461,1883,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0
1985,40,Phd,Single,30298,0,0,19-05-2014,10,7679,1884,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0
1984,41,Graduation,Single,52413,1,0,03-11-2012,12,10702,1885,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0
1957,68,Phd,Married,44155,1,1,19-01-2014,11,7505,1886,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0
1971,54,Phd,Divorced,86979,0,0,07-11-2013,11,5113,1887,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1
1975,50,Graduation,Together,76532,1,1,09-09-2013,11,10858,1888,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0
1982,43,Graduation,Married,42081,1,0,26-02-2013,12,2961,1889,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0
1988,37,Phd,Married,67546,0,0,31-08-2012,12,2747,1890,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0
1989,36,Master,Together,88420,0,0,02-05-2014,10,3010,1891,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0
1985,40,Graduation,Married,31158,1,0,27-01-2013,12,5790,1892,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Divorced,61671,0,1,03-06-2014,10,6892,1893,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0
1974,51,Graduation,Single,69719,0,0,26-05-2014,10,1743,1894,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0
1949,76,Graduation,Divorced,49160,0,1,20-10-2013,11,3578,1895,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0
1978,47,Basic,Together,24882,1,0,09-09-2012,12,8462,1896,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0
1954,71,Phd,Single,90933,0,0,31-03-2014,11,5558,1897,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0
1945,80,Phd,Single,113734,0,0,28-05-2014,10,4619,1898,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,3,11,0
1950,75,Phd,Together,59292,0,1,13-06-2013,11,8780,1899,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0
1964,61,Phd,Married,45759,1,1,23-02-2013,12,10789,1900,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1983,42,Graduation,Single,22148,0,0,13-04-2014,10,10779,1901,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1987,38,Master,Married,73395,0,0,18-03-2014,11,5896,1902,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Divorced,29819,1,0,24-10-2013,11,2337,1903,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Married,45688,0,1,25-01-2014,11,10951,1904,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0
1954,71,Graduation,Married,62820,0,0,11-05-2013,11,544,1905,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0
1971,54,Phd,Married,60491,0,1,06-09-2013,11,17,1906,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0
1986,39,Graduation,Together,33235,1,0,05-02-2014,11,10680,1907,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0
1959,66,Graduation,Married,35701,0,0,19-03-2013,12,3265,1908,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1980,45,Master,Married,31535,1,0,26-09-2013,11,5623,1909,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0
1960,65,2N Cycle,Together,92556,0,0,20-04-2014,10,5832,1910,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Single,67384,0,1,10-11-2012,12,5544,1911,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0
1971,54,Master,Together,80573,0,0,14-10-2012,12,6417,1912,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Married,77870,0,1,22-08-2012,12,5831,1913,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1
1963,62,Phd,Widow,52278,0,1,25-01-2013,12,7101,1914,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Single,57107,0,1,24-08-2012,12,10176,1915,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1
1990,35,Graduation,Married,18929,0,0,16-02-2013,12,2326,1916,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0
1981,44,Phd,Single,36038,1,0,31-05-2013,11,4385,1917,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Single,20180,0,0,20-02-2013,12,2929,1918,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0
1965,60,Phd,Together,34230,1,1,26-12-2012,12,10686,1919,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1977,48,2N Cycle,Single,31878,0,1,22-06-2014,10,2546,1920,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0
1972,53,2N Cycle,Married,70932,0,1,19-01-2014,11,3283,1921,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0
1956,69,Graduation,Single,91249,0,0,20-10-2012,12,3138,1922,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1
1943,82,Master,Single,77598,0,0,01-10-2013,11,4994,1923,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0
1959,66,Graduation,Single,80982,1,1,08-01-2013,12,7966,1924,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0
1977,48,Master,Married,22701,1,0,05-09-2013,11,3112,1925,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1969,56,Phd,Married,55212,0,1,23-11-2012,12,10872,1926,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0
1970,55,Graduation,Married,70617,0,0,23-06-2013,11,2181,1927,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0
1957,68,Graduation,Single,64849,0,0,13-11-2012,12,1867,1928,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,3,11,1
1965,60,Master,Married,62694,1,1,17-06-2013,11,1518,1929,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,0
1974,51,Phd,Married,61917,1,1,20-11-2013,11,5734,1930,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0
1947,78,Phd,Married,67472,0,1,28-09-2013,11,2878,1931,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0
1982,43,Master,Married,21059,1,0,07-01-2014,11,1458,1932,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,3,11,0
1968,57,Master,Married,29543,2,0,01-04-2014,11,7007,1933,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,3,11,0
1951,74,Graduation,Married,75903,0,1,08-04-2013,12,6200,1934,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0
1975,50,2N Cycle,Together,34984,1,1,06-09-2012,12,1403,1935,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0
1956,69,Phd,Single,54998,0,1,10-03-2013,12,4827,1936,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1
1949,76,Phd,Widow,54356,0,1,19-11-2012,12,6250,1937,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,3,11,1
1959,66,Master,Married,34242,0,1,23-03-2014,11,9291,1938,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0
